frame,time,x,y,z,vx,vy,ax,ay,yaw,length,width,height,id,type
0,0.0,-290.06817626953125,30.058090209960938,1.2442357540130615,7.770966448106265e-08,1.0420105750474917e-10,6.91350123815937e-07,9.270328948929318e-10,0.0013409012187434086,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
1,0.1,-290.0673522949219,30.058090209960938,0.9974327087402344,0.056240662932395935,7.006461237324402e-05,0.5624058246612549,0.000700645090546459,0.0013409013487805713,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
2,0.2,-290.0632019042969,30.058090209960938,0.8693796992301941,0.011225414462387562,2.2748950868844986e-05,-0.4501524865627289,-0.00047315662959590554,0.0013418065374694406,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
3,0.3,-290.06378173828125,30.05806541442871,0.8776648044586182,-0.00716620497405529,0.00013189455785322934,-0.18391621112823486,0.0010914560407400131,0.0013423698584578302,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
4,0.4,-290.064453125,30.058067321777344,0.9065625071525574,-0.007908775471150875,-7.6547876233235e-05,-0.007425704970955849,-0.002084424253553152,0.0013429892254633014,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
5,0.5,-290.06500244140625,30.05807876586914,0.9284519553184509,-0.004960039164870977,-9.15756681933999e-05,0.02948736399412155,-0.00015027791960164905,0.0013435988396815772,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
6,0.6,-290.0652770996094,30.058082580566406,0.9400613903999329,-0.0023309949319809675,-5.276865340420045e-05,0.026290442794561386,0.0003880701551679522,0.0013442053330079509,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
7,0.7,-290.02117919921875,30.058124542236328,0.9435941576957703,0.9684579372406006,0.0007123917457647622,9.707889556884766,0.007651604246348143,0.0013254970164616319,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
8,0.8,-289.879638671875,30.058378219604492,0.9460300803184509,1.65272057056427,0.0033605589997023344,6.842626571655273,0.02648167312145233,0.001377245955504722,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
9,0.9,-289.6932678222656,30.058542251586914,0.9510011076927185,1.9980909824371338,0.0014435146003961563,3.4537041187286377,-0.019170444458723068,0.0013872303388864297,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
10,1.0,-289.4847717285156,30.058820724487305,0.9574076533317566,2.1961042881011963,0.0030232234857976437,1.980133056640625,0.015797089785337448,0.0013737476957564156,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
11,1.1,-289.2498474121094,30.059160232543945,0.9640682935714722,2.5002999305725098,0.0033395998179912567,3.0419564247131348,0.0031637633219361305,0.0013341521599672269,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
12,1.2,-288.98358154296875,30.05951499938965,0.9712502360343933,2.794151782989502,0.0037294223438948393,2.938518524169922,0.0038982252590358257,0.0013332240847377399,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
13,1.3,-288.6888732910156,30.059911727905273,0.9792193174362183,3.074314594268799,0.004103628918528557,2.8016281127929688,0.0037420657463371754,0.0013336153665600078,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
14,1.4,-288.3658447265625,30.060338973999023,0.9879336357116699,3.360121488571167,0.004485276527702808,2.8580689430236816,0.0038164760917425156,0.0013340433188621294,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
15,1.5,-288.013671875,30.060810089111328,0.9973880052566528,3.6548566818237305,0.004878859035670757,2.9473519325256348,0.003935825079679489,0.0013345171742826494,3.705369472503662,1.788678526878357,1.549050211906433,153,VEHICLE
