frame,time,x,y,z,vx,vy,ax,ay,yaw,length,width,height,id,type
0,0.0,-90.03290557861328,27.933876037597656,0.29419994354248047,0.0,0.0,0.0,0.0,0.0027785214782865796,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
1,0.1,-90.03282165527344,27.933876037597656,0.047117192298173904,-0.004073178395628929,-1.048484136845218e-05,-0.04073178395628929,-0.0001048484118655324,0.0027785238189555065,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
2,0.2,-90.0324478149414,27.93387794494629,-0.08270256221294403,-0.0007387696532532573,-2.7831035822600825e-06,0.0333440862596035,7.701737922616303e-05,0.0027785877972395065,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
3,0.3,-90.03231048583984,27.933889389038086,-0.07516303658485413,-0.0006819898262619972,-0.0030442436691373587,0.0005677982699126005,-0.030414607375860214,0.0027770234501734103,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
4,0.4,-90.03234100341797,27.933849334716797,-0.04613010212779045,0.0004153709742240608,0.0015328419394791126,0.010973608121275902,0.045770853757858276,0.002777233330153849,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
5,0.5,-90.032470703125,27.933834075927734,-0.024019889533519745,0.00041739712469279766,0.001690649543888867,2.026150468736887e-05,0.0015780760440975428,0.0027779898863658646,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
6,0.6,-90.0325698852539,27.933837890625,-0.01227039285004139,0.0002413742186035961,0.0010382953332737088,-0.0017602290026843548,-0.006523542106151581,0.002778408085880791,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
7,0.7,-89.98773193359375,27.933969497680664,-0.009899101220071316,0.9852695465087891,0.003299830248579383,9.850281715393066,0.022615347057580948,0.0027778052335949706,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
8,0.8,-89.84391021728516,27.93437385559082,-0.011285781860351562,1.6807504892349243,0.004933029413223267,6.954809188842773,0.01633199118077755,0.002779950846777896,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
9,0.9,-89.65380859375,27.934919357299805,-0.011351851746439934,2.0588555335998535,0.005854212678968906,3.781050443649292,0.009211832657456398,0.002755996961129394,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
10,1.0,-89.43788146972656,27.935529708862305,-0.010606154799461365,2.268528699874878,0.006396260112524033,2.096731662750244,0.005420474335551262,0.002734737705564321,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
11,1.1,-89.19577026367188,27.93618392944336,-0.010192298330366611,2.5710673332214355,0.007149470504373312,3.025386333465576,0.007532103918492794,0.002772677868273592,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
12,1.2,-88.9223403930664,27.93694305419922,-0.010115928016602993,2.8685073852539062,0.007962163537740707,2.974400520324707,0.008126930333673954,0.002774567828394843,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
13,1.3,-88.61969757080078,27.93778419494629,-0.010067596100270748,3.158139228820801,0.008763475343585014,2.8963184356689453,0.00801311805844307,0.0027749545589164197,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
14,1.4,-88.28762817382812,27.93870735168457,-0.01005504559725523,3.455705404281616,0.009589842520654202,2.9756617546081543,0.008263671770691872,0.002775369637539444,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
15,1.5,-87.92523956298828,27.939714431762695,-0.010082168504595757,3.76163649559021,0.010440622456371784,3.0593109130859375,0.008507799357175827,0.002775821386642322,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
16,1.6,-87.53203582763672,27.940908432006836,-0.010119552724063396,4.071136951446533,0.013189202174544334,3.0950045585632324,0.027485797181725502,0.00285726782276886,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
17,1.7,-87.1077880859375,27.94213104248047,-0.010149268433451653,4.382218360900879,0.012352915480732918,3.110814094543457,-0.008362866938114166,0.002866009440987585,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
18,1.8,-86.65239715576172,27.943431854248047,-0.010168761946260929,4.694048881530762,0.013406653888523579,3.118305206298828,0.010537384077906609,0.002858893027227054,3.705369472503662,1.788678526878357,1.549050211906433,26,VEHICLE
